P81760	Q9SR70
P13114	Q9FI78
O64425	Q9LM25
F4J117	Q944A6
Q9SKZ5	Q9SY73
O23051	Q39103
Q3YL57	Q9FX77
O24646	Q6LA42
Q9C503	Q9LU21
Q9C6B3	Q9FWR2
F4IVI0	Q8RVQ9
P56771	Q9SUU5
A8MQN2	Q8L500
O81900	Q9FMS5
Q9FGP8	Q9SFD8
P26289	P56791
P56755	Q9SA60
Q6NLV4	Q9M9G6
Q84W92	Q9LUV4
Q6NKU9	Q9LZH8
O80634	O82660
Q84TH9	Q9LSD5
Q9FY50	Q9SYL9
O04904	Q9LVI9
Q9AR19	Q9LZ86
Q0WMY5	Q9SZV0
Q9M9X4	Q9SFD8
Q9STM4	Q9SV09
P56801	Q9LER7
B3LF83	Q9FNX8
O23341	Q9LVL4
F4I169	Q9FMP0
F4KDN0	Q9FIA9
O24606	Q8S307
Q84JF7	Q8GY39
Q6STH5	Q9LIR4
O49595	Q9LG02
Q9C5S0	Q9ZT17
Q9LMA8	Q9SV55
Q8GYA6	Q9SII8
Q8S9L5	Q9M1X0
O80770	Q6NML5
Q8GXU8	Q96329
P26288	P49107
O81775	O81775
O24646	P13114
P26288	Q2V2S7
F4JC20	Q9C710
O82392	Q9LIQ4
Q8S9K7	Q9FZF1
P42762	Q8LB10
P46014	P46014
F4ICF4	Q84MB5
P56804	P56807
Q9FK29	Q9LSP7
O22845	Q9ZP55
O50061	Q9FIT4
O49603	Q9FLN4
Q9LP74	Q9M302
P36211	Q9MAP3
Q9C7W4	Q9SLA8
Q3MV14	Q9M3B4
O22607	Q8RVQ9
Q9FZ24	Q9STK5
Q84VW9	Q9LZC3
P17597	Q9M3B6
P56752	Q95695
P37271	Q9XFS9
Q67XV2	Q9ZPX9
Q5XF07	Q9FGT1
Q9SW21	Q9ZR03
O22806	Q84VX4
Q9LJD9	Q9LYF6
Q8H1D4	Q9C642
O04609	O04652
Q9LT23	Q9LT23
F4HVG8	Q9S713
Q9LU64	Q9S7Q2
Q9FY50	Q9ZPV5
O49603	P42732
Q8H1F6	Q8RXU6
F4I3P9	O65567
Q8L9S1	Q9LK61
P42762	Q9SAA2
Q9M0V4	Q9M3B4
F4KB17	Q9ZU34
Q8L7R3	Q8S8N6
P51412	Q9SX68
Q8GXX0	Q9XGY4
O64471	O64477
Q9M895	Q9XIL5
P31168	Q06738
Q0H8D7	Q9FQ08
Q8RXX5	Q9FUZ2
P46310	Q9FNA9
Q7FRS8	Q84TI7
Q5M750	Q9SZG3
O49782	Q501D8
P56804	Q8L3W1
P56758	P56770
Q0WWT7	Q9FPG2
Q5EAH9	Q67XX3
O80634	P49107
P56804	P56805
Q8LFJ8	Q9FT69
O81900	Q6TLJ2
O80634	Q2V2S7
Q9LER7	Q9LP37
O48850	Q9SUJ1
Q8VY91	Q9FKP0
O48850	Q9SJL6
Q38833	Q9M8X2
Q8GZB6	Q94F88
Q8LFJ8	Q9SU24
Q84W40	Q9LTD8
F4KHG6	Q9C9C0
P56798	Q8S9L5
O49203	Q94JM2
O65220	Q9LXX5
O82499	Q8VZU4
P56804	Q9FKP0
Q8GS60	Q9SW18
P82869	Q8GWA9
P61841	P83755
F4KDA5	Q0WUC5
F4I312	Q9C615
Q5XEM9	Q9C8J7
O64698	Q39227
Q39249	Q9SCY2
Q680U9	Q9LIA6
P56807	Q9FJP3
Q6NLP2	Q8RXX5
F4I3P9	Q9LU64
Q9FX53	Q9S746
Q39204	Q9LND1
P56798	Q8L6Z4
O23095	P31265
O22264	O24646
Q9LPJ2	Q9ZR03
P56780	P56806
P56802	Q9SAI5
F4IDJ0	P56795
Q0WQE7	Q94BP7
Q2V2S7	Q9SL05
P56799	Q9T0D7
Q39253	Q9SYG9
Q9FFN9	Q9FFP2
P0DI07	Q6NPM8
Q8H1G0	Q9LNJ5
Q56XW8	Q94AR8
P56804	Q9LD55
P51412	Q9LER7
F4JNY0	Q9SI87
Q94F57	Q9FL53
Q8W471	Q96329
O82499	P16180
P0C896	P39697
Q84W66	Q8RYD6
P82538	Q0WRJ7
Q93WC9	Q94B35
Q9C9Q8	Q9ZVF7
F4JZN6	Q8L7L1
Q3EDH8	Q8LDN4
Q946Y7	Q9ZPV9
P56783	P62090
P92511	P93276
Q9SX22	Q9SYL9
Q5XVH0	Q9LT23
P36211	P51412
Q8LDN4	Q9XF04
Q8LE94	Q9LW77
P49333	Q39204
O81072	Q9FK30
Q9ZQI2	Q9ZQI2
O81884	Q9SU56
Q944H5	Q9FK78
Q9LPR8	Q9SLH3
Q8LE26	Q94AX3
P09468	P56770
O81770	Q9S7D1
Q9LG05	Q9SZG3
P56765	P61847
Q8L794	Q9FI13
O65312	O80805
Q9S740	Q9STQ3
P56766	P56771
P56766	Q9S9N6
Q9LXU0	Q9SB92
Q8S9J1	Q9SJE1
P26288	Q9SUI4
A0AQW4	B9DFU2
Q8LDU1	Q9FIM2
Q9C5C4	Q9ZUR7
Q84JF0	Q84JF0
Q9M9F5	Q9M9Y8
Q84MB2	Q8GUL2
O64896	Q9SU50
Q84MB2	Q8GY55
Q6S591	Q9LHS9
Q9SJF3	Q9ZPQ3
Q945M9	Q9SIT9
Q9FGP8	Q9LS86
P56805	Q94JM2
P92959	Q9FZ81
Q9ZUM0	Q9ZWA1
O81028	Q9FZ24
Q8L3W1	Q9C9W9
Q8VYL3	Q9LX20
Q56Y52	Q940I0
O23593	Q9FZ81
Q2V315	Q9M9B3
Q9LVG4	Q9SNB4
P92959	Q9SW21
P62090	Q9LYR2
O23049	Q84J62
Q8RXS1	Q9S829
Q6NPM8	Q9SRQ7
Q01667	Q9S829
Q00IB6	Q0H8D7
P26289	P56804
Q8GWA2	Q9M219
P92959	Q9M9H4
F4HYD7	Q9T075
Q9FJV5	Q9XFB1
P42793	Q8RXN4
Q8W104	Q9FKB5
Q38802	Q9SAK2
Q94KD3	Q9SUJ1
P0DKG3	Q9FMS7
P56772	P61843
P37107	Q9FYL3
Q9M7X9	Q9XFH9
Q9C999	Q9LFP6
P59277	Q9SUJ1
Q4PSK3	Q9SGZ8
Q9FGY4	Q9FHS6
Q8VYI5	Q9FL26
P47735	P47735
P59277	Q9SJL6
O49203	O80612
F4HPA7	F4KF27
O80634	Q9SUI4
Q9M1J1	Q9MA88
P39697	P56763
Q9FJP3	Q9LP37
Q8S9G8	Q9LW15
P56773	Q95695
Q8RXX5	Q8S9L5
O48716	Q8W4B2
Q84W56	Q9LYK6
Q9FWS3	Q9FWS3
P56795	Q9LVY0
Q94AY1	Q9ZR03
Q8L9S1	Q9MAP3
Q1G3M3	Q84WP3
F4JVI3	Q9M219
Q2V4N5	Q2V4N6
Q94A79	Q9SIW2
C0LGF4	Q9SNC3
O49603	Q9SYL9
Q9LS90	Q9XI07
B5X0N6	Q9SA37
Q9FNX8	Q9SZ30
P56804	Q9LP37
P18064	Q94BP7
P56783	P56794
O81242	Q9FLU1
Q9M1K5	Q9M2T1
F4HU58	Q93YU6
O23593	P61841
Q93WJ9	Q9SLH3
Q84WS8	Q8RWV8
Q944A7	Q944A7
Q9FH32	Q9SCK0
O82359	Q6USK2
Q5XVF0	Q9LJU0
O80568	O82083
Q8L3P4	Q9M209
Q9C9A9	Q9LQZ7
Q9FJP3	Q9FY50
Q9LE63	Q9XI33
O24457	Q9SQI8
P37271	Q8VY26
Q94C48	Q94K80
Q39194	Q39195
Q9CA78	Q9FJG9
P56795	Q8L9S1
P26288	Q9FLX8
Q38933	Q56X52
O22959	Q9LK53
P56755	P93311
P56762	Q9M0V4
Q8L7A9	Q9M2T1
P56804	Q9FY50
Q9M9F5	Q9XFR9
Q3ECR7	Q500V9
P42744	Q8LEV3
Q84MA5	Q9LRP2
Q9C9F4	Q9FHK9
O81270	Q39165
O64750	Q9LDY5
P83755	Q9SXJ6
O49203	Q9SKX4
Q9ASV6	Q9FKP0
P35510	Q9C942
F4IHY7	Q9LDY9
Q67Y99	Q8LB10
P56755	Q9FGJ4
P56773	Q9ZR03
O04603	Q93VC7
O64903	P56807
P56804	Q8S9L5
Q7FGZ2	Q9FFT9
Q9FEC1	Q9ZVZ9
P51412	Q38833
O22265	Q01667
Q9FQ08	Q9M2N5
Q9LDH1	Q9LS54
O82225	Q8LAD0
P56808	Q84JG5
P92959	Q8VWK4
Q6NPN9	Q94BQ3
F4IV45	Q9ZQH2
Q67Z93	Q9LHF5
A0A1I9LMX5	Q6DUW6
Q8GYW8	Q8H1R2
Q93WC4	Q93WC4
Q9LY91	Q9LYF6
Q9FV52	Q9SKX4
Q8L8A5	Q9SJR5
Q9C7X5	Q9S756
P56804	Q8L6Z4
Q7XA66	Q9SEE9
Q0WSX8	Q5XVI1
Q9LNI2	Q9ZW06
Q944B6	Q9S7H8
O81003	Q9LY29
Q9SIT1	Q9XHZ3
Q67Y99	Q9SAA2
P56755	P56760
Q8GWK7	Q9FMB6
O80800	Q9SQT4
Q9FGD2	Q9LD55
P26288	P56788
Q0WRJ7	Q9SSA5
Q9SU50	Q9SYM4
F4IHY7	Q9XI19
O50061	P56759
Q8W206	Q9STG3
P13114	P41088
Q9FI13	Q9ZNR6
Q94F88	Q9FVS2
Q9FY75	Q9M8S6
Q9SBJ1	Q9SQI8
F4KF27	Q9FHX8
Q9FJP3	Q9LVC9
Q8H0U5	Q9SYX1
Q9LK21	Q9M9S0
Q9FFB8	Q9LQW3
Q9AT00	Q9ZS97
Q8H1E5	Q9SIT1
O64903	P56805
Q8L844	Q9LVW6
Q6X7J3	Q9LY29
Q8LCH5	Q8LCH5
P56763	Q37165
F4KGE8	Q9S7T7
P93298	Q9LP74
O04197	O49195
O80800	O80800
O65036	Q9FKR9
F4I241	F4KB17
Q93YN0	Q9SN73
Q9C5D3	Q9SSF0
P16180	Q9FJP3
F4JH53	Q94A79
Q8GYM3	Q94BP7
P92959	Q9FWS4
Q9FL87	Q9S9N6
Q680Q4	Q8VY78
O23038	Q9LXX6
Q9FGQ6	Q9M3B8
Q9FGY4	Q9M0E6
P56763	Q9M9H4
O04147	Q8VY16
Q84JG2	Q9MAT6
Q9LK61	Q9MAP3
Q38827	Q9M2T1
P56799	Q8VZU4
P56805	Q9SKX4
Q9SFV2	Q9SFV2
Q9FMG4	Q9M9G6
Q9C5I1	Q9LIS3
Q8L9S1	Q9M0E2
O64837	Q56X72
Q43125	Q9LKL2
Q39017	Q9SRQ7
O22823	Q7XA66
P92983	Q8VZC3
Q6ICY4	Q8L725
Q93ZA0	Q9SZ30
P56806	Q9LVY0
Q9M0K4	Q9SYM2
O82499	P56792
P56763	P61841
Q0WVH0	Q8H1F6
F4K687	Q93Z51
Q8RY23	Q8VXY7
Q56YA5	Q9ZSS6
Q84VZ1	Q8L627
Q5BPF3	Q9XI29
P56780	P93311
O80340	Q9LDT3
O82782	Q02166
C0SVM5	Q8L500
P56754	P61845
Q1JPP8	Q2V3B2
Q8LCQ3	Q9FLM8
P56774	P56792
Q2V337	Q2V4G9
Q84W80	Q9FLX3
O81884	Q6NPM8
Q38796	Q38796
P93278	P93282
O65202	Q96329
Q07473	Q8LCQ4
Q9FVV7	Q9STK5
O64503	Q84L09
Q05753	Q8GYH5
Q9LTD8	Q9SYB0
Q96301	Q9LUB6
O23413	Q9T070
O23344	Q9S714
Q9ASV6	Q9LP37
P56791	P92959
P56801	P61843
Q9LQF0	Q9LV52
P93278	P93284
P26288	Q9S7N7
Q8RXS1	Q9LH84
Q945M9	Q9ZUA2
Q0WVH0	Q9M9H4
Q9FH77	Q9SJF3
Q9FHX8	Q9LYW3
Q6DBA5	Q9C9U2
P56760	P56792
P56754	Q8H0U5
O22795	Q8RX79
P17597	Q05758
O82132	Q9SJN0
Q1PFR7	Q8RYD6
Q9SKX1	Q9ZPW3
Q94AI6	Q9LZD3
Q67XX3	Q9ZQI0
Q8S8N6	Q8S8S2
P92959	Q9XJ27
Q38847	Q38847
F4K4Y5	Q9FHX8
Q9SVG9	Q9ZPX9
F4IBB2	Q9LM13
Q67XL4	Q9LRB0
Q67XV2	Q8GWE6
P61841	Q8RXX5
Q9FYR7	Q9LK24
Q9SUI6	Q9ZR03
Q9ASV6	Q9FY50
P56799	Q8S8E8
P93014	Q8VY91
P56790	P56808
F4IK01	Q94BP7
F4JC20	Q8L4J2
Q8GZ79	Q9C595
Q9LU36	Q9S9N9
P56752	Q9SUI5
Q9M9B3	Q9MA60
Q93YN4	Q9M1J1
Q8VY13	Q9LR69
P83755	Q9XF91
Q9C950	Q9FLM8
F4HRV8	Q9LZ03
Q6NLV4	Q8L4J2
O22795	Q9LRN8
O22607	Q8VXV7
Q24JK1	Q8L9C4
O64738	Q9ZT63
O80634	Q9S7N7
P42732	Q9SKX4
Q93ZM9	Q93ZM9
Q8VXV7	Q9LKL2
O04420	Q9LVM5
O80612	P47924
Q39067	Q6R032
O22607	Q9SXY1
Q56XU4	Q9C7P4
Q9ASS2	Q9M9E2
F4JFJ3	Q8RXU6
Q9SJ89	Q9ZQG8
P56804	P83755
Q8LB17	Q9FZ81
P56798	P93311
Q56WH4	Q9M4T3
Q9SYL9	Q9XJ27
F4HPA7	Q6NML5
Q38885	Q9M1X0
Q9FFT9	Q9ZRZ8
P25873	Q9SX68
Q9M1Q1	Q9SZ59
F4JCC1	Q9C895
P56759	Q9FLN4
O49347	P56766
Q8GXU8	Q9M001
O80624	Q84JK8
P82624	Q8LL17
P56771	Q9ZU25
P56788	Q37165
O82081	Q9STM6
P56754	Q9SHE8
Q9FVV7	Q9S7R4
P56759	P56782
Q8VYS5	Q9C7D7
O03042	P61843
Q38802	Q9XFS9
Q9LK61	Q9M0E2
Q9LVC9	Q9MAP3
Q93ZH1	Q9C9F4
Q9LDK9	Q9M2T1
P56804	Q941A0
Q84WW6	Q9LYK6
Q9SLH3	Q9STX3
O65708	Q9LV60
O80341	Q8S8P5
Q6NN00	Q9C5S0
P56792	Q9M8X2
O48917	O81770
O49558	Q9FGL1
Q9C5G5	Q9SRQ7
Q9M1X0	Q9SKX4
Q93V43	Q93Z00
Q8L3P4	Q9M8Z5
P56773	P56796
O82533	Q9SJU9
O80345	Q9C6A9
P46283	Q8RWV0
Q8LBZ4	Q9XIP2
Q8GXS8	Q9FYE2
Q5XVH0	Q5XVH0
Q9FT69	Q9LPD2
Q6NPM5	Q945P1
F4IDJ0	F4IDY7
Q3ECJ5	Q9LV97
O22781	Q94F88
O23160	Q9LFR7
Q3ECU1	Q3EDI6
Q8L7Z3	Q9S9P8
Q0WSN2	Q9SS80
Q5E915	Q9C8J7
Q8S4Q6	Q9C744
P56783	P56801
Q944A6	Q9LF97
O50061	Q9FLN4
Q9M3B4	Q9ZPV5
Q2V2S7	Q8RXS1
Q8L7L0	Q9MAP3
Q946Y7	Q9LRP1
Q6NMM8	Q9SXC4
O82387	Q500V9
Q0WWE3	Q9SQT4
Q38833	Q9T0D7
O49603	Q84J62
F4IPI4	O24520
O49347	Q8LCQ4
Q84P17	Q8GXN6
P56788	P61841
P56760	Q7X9V3
O50061	P42732
P56756	Q9S9N6
Q9FLB7	Q9ZUX4
O64903	Q8L6Z4
Q8H1G3	Q8L725
O49499	Q42600
Q8GX29	Q9SY03
P92541	P93319
P0CC33	Q8LCQ4
O22244	Q9LNF2
Q01667	Q39195
O04197	Q42596
Q9FV53	Q9M1X0
Q9FPR2	Q9LZX4
O22265	Q42191
B7U179	Q9SU24
Q0WSY2	Q8S8M5
Q9SRP7	Q9ZRT1
Q8GWZ6	Q9C6M5
F4HY61	Q9XHV0
Q8LPR8	Q9M895
O24457	Q9FFT4
P51102	P51102
Q84W56	Q8GUP1
P16972	Q93VA3
Q8GWA9	Q9LFV0
Q9SBB2	Q9ZS97
Q0WR05	Q680U9
Q9SAI5	Q9SZD6
P61847	Q93VC7
Q94A79	Q9XFH4
O80439	P92959
B5X570	F4IXN6
F4I312	F4JTJ2
Q8GW17	Q8GW17
O80842	Q9LKU2
Q9C7X5	Q9M1K0
F4KCL7	Q38906
Q93V66	Q9C7W4
Q5M731	Q8VXZ0
Q94BQ3	Q9SD20
O82258	Q9S829
F4HVZ5	Q8GWQ6
O82782	Q7Y0S0
Q946Y7	Q9LFP1
F4HWL4	F4KE63
Q8L3P4	Q93VC7
Q84J39	Q9LFE4
P39697	Q95695
P56759	P56765
P56782	P56794
O81862	Q9SYK0
Q38827	Q8H174
Q5E915	Q8RVQ9
Q8S9L5	Q9LY66
Q8GUK1	Q9LUJ2
F4IMH3	Q8L3P4
Q2V2W8	Q4VP04
Q9FNR1	Q9LYU9
Q9M0V4	Q9SZQ5
O80934	Q9FLX8
Q8RXD3	Q9SJN0
O23049	Q9M385
Q9CAC5	Q9SUI4
Q96500	Q9XF91
Q39204	Q8W4J8
Q9FJP3	Q9T0D7
P56792	Q9FFR6
Q0WVH0	Q8RXU6
O80634	P0CC33
Q43125	Q9LTJ6
Q42600	Q9SZP1
O23095	P56797
Q9S7H8	Q9SE33
P92947	Q9LUV2
P56761	Q9SUI4
Q8H174	Q8LAL2
Q2V3H2	Q9LSX7
P56798	Q8RXX5
Q8LC53	Q9T068
Q0WNE5	Q9FX28
O04351	Q9FMC8
Q9LVC9	Q9M0E2
O80470	Q94AX3
Q8GXN9	Q9FNN3
O24646	Q9CAR4
P19171	Q9LND1
Q9M591	Q9M9Y8
Q9FMN2	Q9FNA9
O22795	Q9SJ41
Q9LY74	Q9SBB2
F4K3M6	O82391
Q9LTW9	Q9LY91
P62090	Q9M9B4
Q8VYL3	Q9LZL3
Q6DBA5	Q940A7
Q9LZM8	Q9LZM8
Q29PZ1	Q94CJ5
Q84JE8	Q9C5U8
O24410	Q38828
Q9LXZ5	Q9SUJ1
O04212	Q9S733
Q5PP23	Q9FHK0
Q9LXZ5	Q9SJL6
Q08298	Q9SJN0
Q9S9N6	Q9SHE8
Q6NLP2	Q9LY66
Q56XE8	Q9SU50
Q9C7Y4	Q9FHL4
O22229	Q9M5P3
P56801	Q9LRN8
Q8S8P5	Q8S8P5
Q8H1Z0	Q9M2U2
Q37165	Q9SUI6
Q8H1E7	Q9LFE2
P46312	Q9C5W0
P62090	Q9SUU5
Q9C899	Q9S9N9
Q94CG2	Q94KK7
Q0WVW7	Q9LVP1
P56759	Q9SYL9
O23049	P56807
Q9ZRF9	Q9ZRF9
B0F9L7	Q0WVL7
Q8GXN9	Q9C5Q8
Q56Y52	Q9FQ08
Q8L8A8	Q93Z00
F4KDF5	Q45GQ7
P56774	P61847
Q42545	Q9SJU9
Q2V488	Q9T0E3
O03042	O24600
O22607	Q9FVI6
O82567	Q39017
Q9FNP0	Q9M9F0
Q8H7F6	Q9LIG6
O50061	Q9FMF4
O04351	Q9FXG8
P25873	Q38833
Q8GX77	Q9FK78
P13114	P35510
P56796	Q95695
Q2L6T6	Q2V4N6
Q8W115	Q9M012
O82132	Q9LUH8
P56760	P61847
F4IZC4	O49562
F4JQ95	Q9FNA9
O48837	Q9M8Y0
A3KPF5	Q9LJU2
Q9LFE4	Q9LVQ4
Q944H2	Q9LZ98
O64764	Q9M7T0
Q9SI02	Q9SY20
O23404	Q1EBV7
P56794	Q9LFV0
P92943	Q9M1T1
P37107	Q8RXX5
Q9FY50	Q9M385
Q37165	Q9LU21
Q9M385	Q9MAP3
P56802	Q9M8X2
F4K0E8	Q07356
Q84MB2	Q9XI19
Q8LAP6	Q9SVX5
Q9FN50	Q9LUI3
O23305	Q9SFV2
O48915	O48915
Q84JV2	Q8VYI9
Q3E7I5	Q5Q0B3
P16180	P36211
P92534	P93319
O22229	Q9SW18
Q0WRJ7	Q8H1Q1
Q9LR91	Q9ZV06
Q8LBA6	Q9C680
Q9FX32	Q9T071
Q39194	Q8VZ87
Q9CA67	Q9SW18
O81864	Q2V4B2
Q84W80	Q9LDE3
A8MS68	Q93Z66
Q8L9W8	Q9SKN3
O81313	Q9MAN1
Q3ECP0	Q9FL54
O23049	Q9FKP0
O23708	O48726
Q8GYW0	Q9LYC7
P51412	Q8RX79
Q8RXU4	Q9SGU9
Q9LYC1	Q9SAK2
P56751	P56772
Q6NLW5	Q9LXR9
Q96242	Q9ZPI5
Q941A0	Q9SX77
P56761	P56788
P28297	Q9LZC3
P51102	Q84P23
Q8LCT3	Q9LU86
Q8LPR8	Q9SZB2
O65282	Q9SR19
Q8VYI9	Q9LZS7
Q8VZL6	Q9LK27
Q38893	Q56X52
Q0WWE3	Q9SUS1
O22151	Q9LMP7
P92947	Q8LE52
F4J9Q6	Q1JPP8
Q944B6	Q9SQT8
O82266	Q6NPN9
P46310	Q9SZ42
Q9LW15	Q9XIA4
A9LNK9	Q9SE96
P56751	P56766
Q9C9I3	Q9M9B3
O23078	Q9C5E5
O49558	Q8H1S7
Q3EAZ3	Q9LW60
O04652	Q42533
Q9FMF4	Q9S7X6
Q680U9	Q8W5S1
O23049	Q9FUZ2
Q6ID70	Q9SN73
Q8W4C3	Q9SJF3
P56766	Q9CAC5
P51412	Q9LRN8
Q84W56	Q9SF38
O82660	Q9FJ81
Q8L607	Q9CAF9
Q9ASS4	Q9ZRF9
Q9LFE0	Q9M365
B9DG24	P0DMS1
Q8H1G3	Q9ZT63
P92959	Q9SX22
Q8VZA0	Q9M1H8
Q67ZI9	Q9ZPW9
Q700C7	Q8S8I4
F4IMH3	Q9ZVT7
O82266	Q9LTJ6
O82312	Q9LTS7
Q9LY46	Q9SXC4
P56797	P56801
Q93VC7	Q9M209
Q37165	Q9SUS1
Q8LEV3	Q9FGJ6
Q9ZV06	Q9ZV08
Q93VK8	Q9LI64
B9DHG0	Q9LU01
Q8LF41	Q9ZVH8
P52032	Q9C5R8
Q0WVH0	Q94C27
Q9CAV7	Q9LJG8
P26289	P56756
Q9FLN4	Q9LVY0
P56790	Q9LR64
Q84V22	Q9LZA6
Q8LC53	Q9SV72
Q940A7	Q9AR19
Q7XJS0	Q7XJS0
Q9LNC4	Q9SKZ1
F4JRC5	O81862
P56751	P56773
O22683	Q84VZ6
Q84N64	Q8GWA7
Q9CAR3	Q9LF97
O49347	Q8LCA1
Q8L9C4	Q96329
Q9SGH4	Q9ZVE7
Q9LYC2	Q9SII8
O80809	Q3EDI6
Q9LQI6	Q9SX93
F4JE35	Q8RXN4
Q9FHD4	Q9ZW81
F4K4R6	O65499
Q8L518	Q9FNE1
O49603	P25864
P56758	P56762
P35510	Q96242
Q3ECU1	Q6IWB2
O64583	Q9SA57
Q9CAC5	Q9S7N7
Q38897	Q9SLH3
P56801	Q9SJ41
Q9LFE2	Q9M209
A9LLI8	Q9M0V4
Q9SUI5	Q9SUI6
Q6X7J4	Q9CAD5
Q84J39	Q93YN8
P49107	P83755
Q9LUP8	Q9SV82
Q9LZ82	Q9LZ82
P46283	Q9FVQ4
P56761	Q9S7N7
Q9FGP8	Q9LDD4
Q9M9G6	Q9M9G6
Q8GUL2	Q9M3B8
O82387	Q9S713
P16180	Q8L3P4
P62090	Q9C7Y4
F4J7A7	O81864
Q9FMT1	Q9SIV0
P52422	Q9SI61
A9LLI7	Q9M209
Q8VYD2	Q9FPR2
Q1PF16	Q1PF16
P10896	Q9SGW3
Q84MB5	Q9FFX0
Q93Y39	Q9SG92
Q8S9L5	Q9SYL9
P39697	P56796
F4IQV7	O23342
F4I5D5	Q9LW07
O04603	Q0WTB4
Q8L707	Q9ZVI7
Q8RX79	Q9M1X0
Q7Y1W1	Q9FGM0
O23049	Q9LP37
Q9LVM3	Q9M591
Q3ECH9	Q8W261
Q9FYB5	Q9SAG8
F4K4R6	Q9FK96
Q9SFD8	Q9SJN0
Q9FJR9	Q9STK5
O50061	P56804
F4I7C7	Q9FQ20
Q33884	Q96326
P92544	Q9FLX8
Q0WVW7	Q9C587
Q9LVI4	Q9ZVC9
Q8S307	Q940V4
Q9C5C5	Q9STN8
Q0WQF4	Q946Y7
Q8S9K3	Q8S9K3
O82499	P56802
O24606	Q93ZA0
Q8GYF4	Q93ZF5
O49710	Q96331
O23049	Q9FY50
Q9AR19	Q9XFH4
Q8H125	Q9LQF0
Q9FKM7	Q9FKM7
P82739	Q9LZS6
O80831	O80831
P35632	Q6S591
P49107	Q39195
O23304	Q9LD83
O48963	Q9FYE2
P56790	Q39194
P49107	P56780
Q39214	Q9S7H8
Q8LPQ9	Q8VYD6
P23321	Q9SKT0
F4I933	O48529
P25864	Q9LFV0
Q9FX32	Q9LV91
Q8VYN2	Q8VYN2
F4JCX9	Q93WK5
Q8VYM4	Q9LER7
P56799	P61847
O23049	Q8S9L5
P09468	P56762
Q8LDU4	Q8LEU3
O65220	O81864
B9DFU2	Q9M9Y8
O04609	Q9SUS1
Q9LY75	Q9SAD7
F4HVG8	P49599
Q8L7S3	Q9LDD5
F4HRV8	Q9FGN8
Q9M209	Q9XI33
Q0WWT7	Q9ZUH3
F4K6X0	O80634
P56755	P56808
F4KF27	Q9LYW3
P16180	Q93VC7
Q9C503	Q9FJ82
Q84MA1	Q8H1F6
Q8LEU3	Q9SB50
Q9LRN8	Q9M1X0
F4KFT7	Q9SRE0
O49603	Q9M385
O23049	Q8L6Z4
Q4VP09	Q9LPT1
Q93ZB2	Q9SAK2
Q9C7S1	Q9ZQ12
O24600	Q94JM2
Q9FFT4	Q9M3B6
O23040	Q9SN21
O80588	Q9FHM4
P56799	Q84R27
Q38961	Q9LS42
Q1PF50	Q93WU7
Q0WTF4	Q9SPG2
Q94JM3	Q9LG05
Q8W104	Q8W104
Q9M158	Q9XF91
P56771	P56780
P51412	Q9SJ41
F4HYF3	Q8RY23
Q3E9I4	Q8LFL4
O82413	Q9LJE2
Q9C8B8	Q9LRZ3
F4I2S4	Q94KJ7
Q6LA42	Q6R0H1
Q9FJG9	Q9FJR9
Q8VY10	Q94A21
Q8LEU3	Q94AQ9
F4JFJ3	Q9FHJ6
Q9LSE2	Q9LTC4
Q8H0W0	Q9SRY4
O48772	Q9LRV8
Q39138	Q9FG31
Q84N64	Q9FIG9
P56761	P56791
Q9M0E6	Q9T0J4
Q9FJR9	Q9S7R4
Q94AI6	Q9FFX6
B0M1H3	Q8LE59
Q84TH9	Q9LQL2
Q9S726	Q9ZNR6
Q9C710	Q9M9G6
Q67Y83	Q9FKD0
Q9C7G6	Q9ZV06
Q7Y175	Q949W6
Q0WNX9	Q6NQK2
Q8RVQ9	Q9C950
P61841	Q9LY66
O49499	Q9S818
F4JVI3	Q9SIC9
B9DG24	Q8W5S1
Q8GUI6	Q96250
O23215	Q8L627
P92516	P93293
F4IHY7	Q9SKB6
Q3ECD6	Q8S8N2
Q39189	Q9LRZ3
Q8GUJ2	Q8W4E1
Q8GW64	Q9LII0
Q9SLG8	Q9ZW12
Q9LIR4	Q9ZSS6
Q9SGS5	Q9SGS5
F4I8U2	Q8RXD9
Q8H124	Q9SAI5
Q9SK50	Q9STE8
O81414	Q9SY20
Q07473	Q9SUI6
Q58G53	Q5XV40
Q9SPL2	Q9SY88
Q9C5E5	Q9FNA9
Q8VYI5	Q9M2P8
Q9M9H4	Q9SZD6
F4IFF3	F4JZG9
O65567	Q8W5S1
F4I6V0	Q39072
O48917	Q9S7D1
P46313	Q8L4Y2
O82387	Q9FNY0
Q39161	Q9ZPJ8
Q06738	Q9LSE2
P56791	Q9FLN4
Q8VY05	Q8VZ79
O49603	P56807
O23210	Q0WPK4
F4JZN6	Q94IB9
Q84VW5	Q9CAF6
Q9LMA8	Q9LVG2
P56778	Q9ZVZ9
Q8L627	Q9M1H8
O81836	Q38897
O22683	Q9M9Z2
Q6DBA5	Q9M1H8
Q9FKQ9	Q9LEZ1
Q8RWS1	Q9FJR5
Q3E9I4	Q9XF04
O49519	Q6IWB1
P56755	P56782
Q9SB79	Q9ZR14
P56778	Q37165
O82266	Q9SRE0
P0DH85	P94024
F4IDJ0	Q84MA1
Q2V4E2	Q6IWB1
B3LF83	Q96242
O49347	Q07473
P92959	Q9SKX4
